Genes with Zero Fragment:

pseudo_name pseudo_chr pseudo_strand pseudo_start pseudo_end pseudo_size pseudo_fragment pseudo_fpkm pseudo_primary_fragment pseudo_secondary_fragment parent_name parent_chr parent_strand parent_start parent_end parent_size parent_fragment parent_fpkm parent_primary_fragment parent_secondary_fragment pseudo_type
12011 PGOHUM00000264517 chr6 + 29974575 29975368 549 0 0 0 0 ENSP00000436637_ENST00000461583 chrHSCHR6_MHC_COX - 31313443 31315420 1008 0 0 0 0 Duplicated
12012 PGOHUM00000264518 chr6 + 29975993 29976261 269 0 0 0 0 ENSP00000448516_ENST00000552498 chrHSCHR6_MHC_COX + 29899833 29903164 1410 0 0 0 0 Processed
12015 PGOHUM00000261435 chr6 + 30227401 30229496 1045 0 0 0 0 ENSP00000388526_ENST00000438861 chrHSCHR6_MHC_DBB + 29899985 29903639 1854 0 0 0 0 Duplicated
12016 PGOHUM00000260167 chr6 + 30319189 30319326 138 0 0 0 0 ENSP00000392099_ENST00000416726 chrHSCHR6_MHC_COX - 31312133 31314662 1154 0 0 0 0 Ambiguous
12031 PGOHUM00000250207 chr6 + 31973465 31976172 1477 0 0 0 0 ENSP00000398594_ENST00000448314 chrHSCHR6_MHC_SSTO + 31997927 32001264 2114 0 0 0 0 Duplicated
12032 PGOHUM00000243587 chr6 + 31981157 31981327 171 0 0 0 0 ENSP00000448123_ENST00000547578 chrHSCHR6_MHC_QBL + 31929343 31939614 1804 0 0 0 0 Ambiguous
12034 PGOHUM00000258216 chr6 + 32710253 32710526 274 0 0 0 0 ENSP00000431277_ENST00000468299 chrHSCHR6_MHC_MANN + 32757966 32763726 2100 0 0 0 0 Processed
12035 PGOHUM00000264326 chr6 + 32844819 32844923 105 0 0 0 0 ENSP00000382313_ENST00000399381 chrHSCHR6_MHC_DBB + 32799985 32825297 640 0 0 0 0 Ambiguous
12152 PGOHUM00000243704 chr6 + 89265014 89265148 135 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Ambiguous
12159 PGOHUM00000243711 chr6 + 92436527 92436787 261 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Ambiguous
12160 PGOHUM00000243712 chr6 + 92436876 92437047 172 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Ambiguous
12201 PGOHUM00000243757 chr6 + 119480467 119480631 165 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
12224 PGOHUM00000243782 chr6 + 133471685 133471966 282 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
12238 PGOHUM00000243797 chr6 + 143398935 143399066 132 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Ambiguous
12242 PGOHUM00000261440 chr6 + 143757341 143757810 470 0 0 0 0 ENSP00000449827_ENST00000551208 chrHSCHR6_MHC_QBL + 30677667 30681840 1458 0 0 0 0 Ambiguous
12252 PGOHUM00000243812 chr6 + 149915219 149915675 457 0 0 0 0 ENSP00000211372_ENST00000211372 chrHSCHR6_MHC_QBL + 33168625 33173128 613 0 0 0 0 Processed
12266 PGOHUM00000243826 chr6 + 153986841 153987512 672 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
12267 PGOHUM00000243827 chr6 + 153987761 153988449 689 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
12268 PGOHUM00000243828 chr6 + 153988452 153989238 787 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
12269 PGOHUM00000243829 chr6 + 153989723 153990016 294 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
12270 PGOHUM00000243830 chr6 + 153990013 153990960 948 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Ambiguous
12305 PGOHUM00000232577 chr7 - 6895179 6899457 672 0 0 0 0 ENSP00000414037_ENST00000427326 chrGL000222.1 + 129788 134089 645 0 0 0 0 Duplicated
12330 PGOHUM00000232602 chr7 - 16903890 16905402 1513 1 0.311189 1 0 ENSP00000460357_ENST00000571123 chrHSCHR5_1_CTG1 + 68665660 68710427 2323 0 0 0 0 Processed
12339 PGOHUM00000232611 chr7 - 22787296 22788410 1115 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
12386 PGOHUM00000260212 chr7 + 39832592 39832907 316 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Ambiguous
12400 PGOHUM00000264520 chr7 - 45776363 45776506 144 0 0 0 0 ENSP00000475037_ENST00000605762 chrHG736_PATCH - 57133766 57135769 210 0 0 0 0 Ambiguous
12403 PGOHUM00000260216 chr7 - 45851646 45851976 331 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Ambiguous
12404 PGOHUM00000263838 chr7 - 45853468 45853916 449 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Processed
12417 PGOHUM00000262470 chr7 - 51454058 51454785 728 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
12418 PGOHUM00000264332 chr7 - 51455283 51456783 818 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Duplicated
12428 PGOHUM00000262471 chr7 - 55808532 55809250 719 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
12429 PGOHUM00000264335 chr7 - 55810147 55810798 652 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
12430 PGOHUM00000264336 chr7 - 55811340 55811951 612 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Processed
12431 PGOHUM00000264521 chr7 - 55811964 55812651 688 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Ambiguous
12432 PGOHUM00000264522 chr7 - 55812872 55813415 544 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
12441 PGOHUM00000262472 chr7 - 56434203 56434933 731 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
12442 PGOHUM00000264340 chr7 - 56437043 56437805 763 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
12443 PGOHUM00000264341 chr7 - 56438119 56438724 606 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Processed
12444 PGOHUM00000264342 chr7 - 56439378 56440022 645 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Processed
12445 PGOHUM00000264343 chr7 - 56440942 56441626 685 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
12446 PGOHUM00000264344 chr7 - 56441969 56442619 651 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Processed
12447 PGOHUM00000264523 chr7 - 56442598 56443186 589 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
12448 PGOHUM00000264345 chr7 - 56443404 56443888 485 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
12461 PGOHUM00000263842 chr7 - 56870102 56870605 504 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Processed
12462 PGOHUM00000263843 chr7 - 56870973 56871466 494 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
12463 PGOHUM00000264348 chr7 - 56877230 56877971 742 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
12464 PGOHUM00000264524 chr7 - 56877990 56878574 585 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
12465 PGOHUM00000263844 chr7 - 56879494 56880138 645 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
12466 PGOHUM00000264350 chr7 - 56881185 56881880 696 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
12467 PGOHUM00000264351 chr7 - 56883104 56883670 567 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
12468 PGOHUM00000264352 chr7 - 56884717 56885556 828 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Duplicated
12469 PGOHUM00000264353 chr7 - 56886828 56887394 567 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
12470 PGOHUM00000264354 chr7 - 56888441 56889376 828 0 0 0 0 ENSP00000468978_ENST00000597845 chrHG736_PATCH - 56888438 56889376 648 0 0 0 0 Duplicated
12471 PGOHUM00000264355 chr7 - 56890648 56891225 578 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
12472 PGOHUM00000264356 chr7 - 56892270 56892965 696 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
12473 PGOHUM00000264357 chr7 - 56894237 56894803 567 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
12477 PGOHUM00000264361 chr7 - 56898888 56899455 568 0 0 0 0 ENSP00000468978_ENST00000597845 chrHG736_PATCH - 56888438 56889376 648 0 0 0 0 Ambiguous
12483 PGOHUM00000264525 chr7 - 57133838 57135783 225 0 0 0 0 ENSP00000475037_ENST00000605762 chrHG736_PATCH - 57133766 57135769 210 0 0 0 0 Duplicated
12488 PGOHUM00000232758 chr7 - 57240485 57240997 513 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
12491 PGOHUM00000232761 chr7 - 57263762 57264278 517 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
12509 PGOHUM00000264527 chr7 - 62701946 62702095 150 0 0 0 0 ENSP00000475037_ENST00000605762 chrHG736_PATCH - 57133766 57135769 210 0 0 0 0 Processed
12520 PGOHUM00000260257 chr7 - 63232012 63232560 549 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
12528 PGOHUM00000232810 chr7 - 63564470 63565672 1203 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
12529 PGOHUM00000232811 chr7 - 63565669 63565953 285 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
12530 PGOHUM00000232812 chr7 - 63566031 63566372 342 0 0 0 0 ENSP00000355206_ENST00000361227 chrMT + 10058 10403 346 0 0 0 0 Processed
12531 PGOHUM00000232813 chr7 - 63566439 63567196 758 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
12532 PGOHUM00000232814 chr7 - 63567199 63567949 673 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Duplicated
12533 PGOHUM00000232815 chr7 - 63568206 63568863 658 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
12534 PGOHUM00000232816 chr7 - 63569002 63570524 1523 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
12535 PGOHUM00000232817 chr7 - 63570924 63571927 1004 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Processed
12536 PGOHUM00000232818 chr7 - 63572132 63572949 818 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
12558 PGOHUM00000264363 chr7 - 65841266 65841887 622 0 0 0 0 ENSP00000468978_ENST00000597845 chrHG736_PATCH - 56888438 56889376 648 0 0 0 0 Ambiguous
12575 PGOHUM00000232858 chr7 - 67731305 67731848 549 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Duplicated
12576 PGOHUM00000232859 chr7 - 68795695 68796360 666 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
12577 PGOHUM00000232860 chr7 - 68796820 68798618 1519 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Duplicated
12590 PGOHUM00000258246 chr7 - 74582293 74584514 377 4 4.995529 4 0 ENSP00000459179_ENST00000574052 chrHG1257_PATCH + 74238967 74247936 584 0 0 0 0 Duplicated
12683 PGOHUM00000232963 chr7 - 112013787 112014304 518 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
12703 PGOHUM00000260284 chr7 + 128293426 128293744 319 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Ambiguous
12705 PGOHUM00000232987 chr7 - 128309054 128309226 173 0 0 0 0 ENSP00000470560_ENST00000599672 chrHG344_PATCH + 7079943 7085165 1072 0 0 0 0 Ambiguous
12722 PGOHUM00000264372 chr7 - 132720050 132720409 360 11 14.386431 11 0 ENSP00000390673_ENST00000425144 chrHSCHR6_MHC_SSTO - 31735248 31752703 3627 0 0 0 0 Ambiguous
12740 PGOHUM00000233017 chr7 - 140872842 140873015 174 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Ambiguous
12741 PGOHUM00000233018 chr7 - 141501124 141501858 735 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
12742 PGOHUM00000233019 chr7 - 141502269 141503286 1018 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Processed
12743 PGOHUM00000233020 chr7 - 141503496 141504449 954 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
12748 PGOHUM00000262476 chr7 - 142190639 142191079 342 0 0 0 0 ENSP00000456681_ENST00000565836 chrHG7_PATCH + 142305348 142305853 406 0 0 0 0 Duplicated
12750 PGOHUM00000262477 chr7 - 142197952 142198028 77 0 0 0 0 ENSP00000455526_ENST00000563042 chrHG7_PATCH + 142277447 142277942 386 0 0 0 0 Ambiguous
12751 PGOHUM00000233037 chr7 - 142216291 142216604 314 0 0 0 0 ENSP00000456947_ENST00000566020 chrHG7_PATCH + 142302037 142302542 406 0 0 0 0 Processed
12754 PGOHUM00000262478 chr7 - 142273073 142273345 273 0 0 0 0 ENSP00000455129_ENST00000566578 chrHG7_PATCH + 142285818 142286315 392 0 0 0 0 Processed
12774 PGOHUM00000233066 chr7 - 146750138 146750293 156 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Ambiguous
12801 PGOHUM00000263853 chr7 + 37031 37476 446 0 0 0 0 ENSP00000472021_ENST00000601657 chrHG1497_PATCH + 154423975 154447426 1686 0 0 0 0 Ambiguous
12822 PGOHUM00000263854 chr7 + 6982901 6983071 171 0 0 0 0 ENSP00000470948_ENST00000594215 chr8 - 8046157 8046330 174 0 0 0 0 Processed
12851 PGOHUM00000233145 chr7 + 20883248 20883582 335 0 0 0 0 ENSP00000447677_ENST00000547899 chrHSCHR17_1 - 44566754 44567101 348 0 0 0 0 Processed
12885 PGOHUM00000264532 chr7 + 35997747 35997884 138 0 0 0 0 ENSP00000475037_ENST00000605762 chrHG736_PATCH - 57133766 57135769 210 0 0 0 0 Ambiguous
12897 PGOHUM00000264373 chr7 + 39832164 39832878 715 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
12898 PGOHUM00000262480 chr7 + 39833212 39833940 729 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
12917 PGOHUM00000264376 chr7 + 45850889 45851511 623 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Processed
12918 PGOHUM00000264377 chr7 + 45852247 45852814 568 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Processed
12919 PGOHUM00000262481 chr7 + 45853871 45854581 711 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
12928 PGOHUM00000260315 chr7 + 51454752 51455218 467 0 0 0 0 ENSP00000468978_ENST00000597845 chrHG736_PATCH - 56888438 56889376 648 0 0 0 0 Processed
12943 PGOHUM00000263857 chr7 + 55809217 55809561 345 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Ambiguous
12944 PGOHUM00000263858 chr7 + 55810765 55811149 385 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Ambiguous
12952 PGOHUM00000263859 chr7 + 56434900 56435411 512 0 0 0 0 ENSP00000468978_ENST00000597845 chrHG736_PATCH - 56888438 56889376 648 0 0 0 0 Processed
12953 PGOHUM00000260319 chr7 + 56437783 56438222 440 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Ambiguous
12954 PGOHUM00000263860 chr7 + 56438992 56439486 495 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Processed
12955 PGOHUM00000263861 chr7 + 56440290 56440784 495 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Processed
12956 PGOHUM00000263862 chr7 + 56441584 56442077 494 0 0 0 0 ENSP00000468978_ENST00000597845 chrHG736_PATCH - 56888438 56889376 648 0 0 0 0 Processed
12964 PGOHUM00000262483 chr7 + 56871953 56872465 513 0 0 0 0 ENSP00000468978_ENST00000597845 chrHG736_PATCH - 56888438 56889376 648 0 0 0 0 Processed
12968 PGOHUM00000233278 chr7 + 57234906 57235583 678 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
12969 PGOHUM00000233279 chr7 + 57235586 57236361 776 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
12970 PGOHUM00000233280 chr7 + 57236849 57237115 267 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
12971 PGOHUM00000233281 chr7 + 57237112 57238474 1363 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
12972 PGOHUM00000233282 chr7 + 57238699 57240475 1777 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
12973 PGOHUM00000233283 chr7 + 57241065 57242075 1011 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
12974 PGOHUM00000233284 chr7 + 57253114 57253907 794 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
12975 PGOHUM00000233285 chr7 + 57254123 57255154 1032 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Processed
12976 PGOHUM00000233286 chr7 + 57255600 57257140 1541 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
12977 PGOHUM00000233287 chr7 + 57257284 57257908 625 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
12978 PGOHUM00000233288 chr7 + 57258167 57258844 678 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
12979 PGOHUM00000233289 chr7 + 57258847 57259635 789 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
12980 PGOHUM00000233290 chr7 + 57260120 57260404 285 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
12981 PGOHUM00000233291 chr7 + 57260401 57261773 1373 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
12982 PGOHUM00000233292 chr7 + 57262030 57263752 1723 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
12983 PGOHUM00000233293 chr7 + 57264346 57265480 1135 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
13006 PGOHUM00000264534 chr7 + 62962785 62964727 225 0 0 0 0 ENSP00000475037_ENST00000605762 chrHG736_PATCH - 57133766 57135769 210 0 0 0 0 Duplicated
13016 PGOHUM00000263865 chr7 + 63210286 63210849 564 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
13017 PGOHUM00000264383 chr7 + 63212109 63212672 564 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
13018 PGOHUM00000264384 chr7 + 63213932 63214495 564 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
13019 PGOHUM00000260340 chr7 + 63215708 63216271 564 0 0 0 0 ENSP00000468978_ENST00000597845 chrHG736_PATCH - 56888438 56889376 648 0 0 0 0 Processed
13020 PGOHUM00000263866 chr7 + 63217531 63218094 564 0 0 0 0 ENSP00000468978_ENST00000597845 chrHG736_PATCH - 56888438 56889376 648 0 0 0 0 Processed
13021 PGOHUM00000264536 chr7 + 63219354 63220142 819 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Duplicated
13022 PGOHUM00000260342 chr7 + 63221177 63221821 645 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
13023 PGOHUM00000264386 chr7 + 63222856 63223419 564 0 0 0 0 ENSP00000468978_ENST00000597845 chrHG736_PATCH - 56888438 56889376 648 0 0 0 0 Processed
13024 PGOHUM00000260345 chr7 + 63224679 63225242 564 0 0 0 0 ENSP00000468978_ENST00000597845 chrHG736_PATCH - 56888438 56889376 648 0 0 0 0 Processed
13025 PGOHUM00000264387 chr7 + 63226359 63227060 702 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
13026 PGOHUM00000261490 chr7 + 63233047 63233540 494 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
13027 PGOHUM00000262485 chr7 + 63233908 63234411 504 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Processed
13078 PGOHUM00000262487 chr7 + 65305367 65306000 634 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Processed
13095 PGOHUM00000233403 chr7 + 67092817 67093005 189 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Ambiguous
13096 PGOHUM00000233404 chr7 + 67093008 67093346 339 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Ambiguous
13097 PGOHUM00000233405 chr7 + 67562723 67563239 282 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Duplicated
13123 PGOHUM00000262491 chr7 + 74994520 74996169 389 0 0 0 0 ENSP00000393809_ENST00000457631 chrHG1257_PATCH - 72462346 72470873 1697 0 0 0 0 Duplicated
13206 PGOHUM00000233530 chr7 + 112012701 112013777 1077 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Ambiguous
13207 PGOHUM00000233531 chr7 + 112014378 112015480 1103 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
13211 PGOHUM00000233535 chr7 + 116903578 116903886 309 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Ambiguous
13212 PGOHUM00000233536 chr7 + 116903948 116904447 500 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Ambiguous
13238 PGOHUM00000264398 chr7 + 128292956 128293619 664 1 0.709079 1 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
13239 PGOHUM00000262492 chr7 + 128294047 128294762 716 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
13281 PGOHUM00000233611 chr7 + 142349459 142349694 236 0 0 0 0 ENSP00000455886_ENST00000566680 chrHG7_PATCH + 142360431 142361114 552 0 0 0 0 Ambiguous
13284 PGOHUM00000233615 chr7 + 142469313 142471790 753 0 0 0 0 ENSP00000459226_ENST00000570608 chrHG7_PATCH + 142531858 142535451 812 0 0 0 0 Duplicated
13341 PGOHUM00000249202 chr8 - 4985440 4985754 315 0 0 0 0 ENSP00000470743_ENST00000595651 chrHG1497_PATCH + 153605839 153609948 2318 0 0 0 0 Ambiguous
13366 PGOHUM00000258324 chr8 - 7791936 7792097 162 0 0 0 0 ENSP00000333234_ENST00000328698 chr11 + 71544245 71548607 222 0 0 0 0 Processed
13368 PGOHUM00000249221 chr8 - 7847981 7848112 132 0 0 0 0 ENSP00000382951_ENST00000400079 chr8 - 12168470 12175824 240 0 0 0 0 Ambiguous
13382 PGOHUM00000249231 chr8 - 11861061 11861225 165 0 0 0 0 ENSP00000335538_ENST00000334879 chr4 + 9446259 9452239 213 0 0 0 0 Processed
13385 PGOHUM00000249234 chr8 - 11901014 11901178 165 0 0 0 0 ENSP00000335538_ENST00000334879 chr4 + 9446259 9452239 213 0 0 0 0 Processed
13386 PGOHUM00000249235 chr8 - 11952687 11952848 162 0 0 0 0 ENSP00000333234_ENST00000328698 chr11 + 71544245 71548607 222 0 0 0 0 Processed
13389 PGOHUM00000249237 chr8 - 12008441 12008657 217 0 0 0 0 ENSP00000382951_ENST00000400079 chr8 - 12168470 12175824 240 0 0 0 0 Ambiguous
13392 PGOHUM00000258333 chr8 - 12147579 12147743 165 0 0 0 0 ENSP00000335538_ENST00000334879 chr4 + 9446259 9452239 213 0 0 0 0 Processed
